accommodates,bathrooms,bedrooms,latitude,longitude,room_type,review_scores_rating,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_listings_count,host_response_rate,property_type,neighbourhood,cleanliness_rating,communication_rating,value_rating,cancellation_policy,instant_bookable,host_is_superhost,bathrooms_text,review_scores_accuracy,review_scores_cleanliness,price
4,1.3,3,40.68645,-74.01636,Entire home/apt,87,4,18,305,11,1,83.1,Apartment,Queens,8.7,7.4,8.2,moderate,0,1,1.3 bath,9.0,7.2,300.0
2,1.16,2,40.70351,-73.98859,Private room,50,1,16,298,23,5,91.0,House,Bronx,7.2,7.3,8.3,strict,0,1,1.2 shared bath,9.4,8.9,177.67
3,1.59,2,40.69683,-73.98946,Private room,70,5,25,278,27,3,87.3,Condo,Queens,9.0,7.4,9.6,flexible,1,1,1.6 shared bath,9.6,7.8,267.93
4,2.97,1,40.70536,-73.99239,Private room,59,5,27,213,47,6,70.8,Condo,Brooklyn,7.9,7.9,8.1,flexible,0,1,3.0 shared bath,7.7,8.8,300.0
4,1.04,3,40.68952,-74.03047,Entire home/apt,94,6,10,245,47,3,87.2,Condo,Staten Island,8.8,7.8,8.0,flexible,1,0,1.0 bath,7.3,9.5,300.0
1,2.35,2,40.70234,-74.00996,Entire home/apt,79,7,19,323,35,8,74.3,House,Queens,7.0,7.5,9.5,flexible,1,0,2.4 bath,7.8,9.6,246.14
3,2.22,1,40.69047,-74.01172,Entire home/apt,68,8,11,349,38,9,95.1,Apartment,Queens,7.2,9.0,8.0,strict,1,1,2.2 bath,7.5,7.6,289.82
3,2.29,3,40.67999,-74.00295,Entire home/apt,83,9,22,253,48,7,94.3,House,Manhattan,7.3,8.8,8.0,moderate,1,1,2.3 bath,8.8,8.3,300.0
5,1.44,1,40.68589,-74.0169,Shared room,68,1,15,279,23,8,99.2,Apartment,Queens,9.4,9.2,9.8,strict,0,0,1.4 shared bath,9.3,9.7,288.68
1,1.45,2,40.69782,-73.99058,Entire home/apt,80,1,19,255,38,1,86.9,Apartment,Bronx,7.8,7.9,9.8,flexible,0,1,1.4 bath,8.0,9.1,216.16
5,1.86,2,40.70234,-73.99454,Entire home/apt,98,10,30,237,49,10,91.4,Apartment,Queens,8.0,9.4,7.2,flexible,1,1,1.9 bath,9.5,9.0,300.0
1,1.19,2,40.71211,-73.96915,Private room,75,4,16,362,28,5,71.7,Apartment,Manhattan,9.4,8.0,9.9,strict,1,1,1.2 bath,7.3,9.7,196.63
3,1.15,1,40.70358,-73.99093,Shared room,72,1,10,332,16,6,77.1,House,Manhattan,9.8,7.6,8.5,moderate,1,1,1.1 baths,8.5,8.7,243.22
1,1.18,3,40.71559,-74.01247,Entire home/apt,75,2,16,274,32,5,86.8,Apartment,Brooklyn,9.8,7.8,9.8,moderate,1,1,1.2 shared bath,8.0,9.0,226.81
1,2.15,2,40.69799,-74.00976,Entire home/apt,97,7,22,265,21,10,78.4,Apartment,Brooklyn,9.4,8.9,9.4,strict,1,1,2.1 shared bath,9.8,8.2,255.51
1,1.8,2,40.70552,-73.98236,Entire home/apt,51,2,18,221,13,9,96.1,Apartment,Bronx,7.7,7.7,7.4,strict,0,1,1.8 shared bath,9.0,8.1,195.38
2,1.59,1,40.69019,-74.03122,Private room,79,6,28,227,38,8,80.9,Apartment,Queens,9.0,8.2,7.8,flexible,0,0,1.6 baths,8.3,8.4,220.31
2,1.63,2,40.70314,-74.01787,Private room,58,2,22,238,16,9,93.7,Condo,Manhattan,9.2,8.2,9.0,flexible,1,0,1.6 bath,7.7,8.3,236.18
3,1.41,1,40.69627,-73.99223,Private room,54,10,29,292,43,5,91.0,Apartment,Manhattan,9.2,8.0,7.7,flexible,0,0,1.4 baths,8.4,7.8,232.84
1,1.82,2,40.69517,-73.98924,Private room,62,2,26,303,33,10,76.2,Apartment,Bronx,8.1,9.8,9.4,strict,1,0,1.8 shared bath,9.5,8.1,189.93
3,1.41,3,40.70071,-74.00115,Shared room,60,6,11,362,24,5,76.3,Apartment,Brooklyn,8.3,7.8,8.0,flexible,0,1,1.4 shared bath,10.0,9.7,246.5
2,2.4,2,40.68582,-74.00493,Entire home/apt,79,3,11,320,18,7,91.3,Condo,Manhattan,8.9,8.1,9.5,flexible,0,1,2.4 shared bath,7.2,8.5,300.0
1,1.25,1,40.70331,-74.00768,Entire home/apt,67,3,23,344,27,3,79.6,House,Queens,10.0,7.2,7.7,flexible,1,1,1.2 bath,7.1,9.8,204.15
5,2.9,2,40.70705,-74.01059,Entire home/apt,84,8,19,245,6,7,84.3,House,Brooklyn,8.6,7.3,8.9,moderate,0,1,2.9 baths,8.9,9.8,300.0
2,1.18,1,40.69296,-74.00325,Entire home/apt,51,6,16,259,30,2,79.4,Condo,Manhattan,7.2,8.4,8.9,moderate,0,1,1.2 baths,8.9,9.6,242.65
2,2.89,1,40.70183,-73.9725,Entire home/apt,59,5,22,330,41,7,73.7,House,Brooklyn,8.2,9.2,9.4,strict,0,1,2.9 bath,8.9,9.6,287.85
2,2.67,1,40.7125,-74.03641,Entire home/apt,74,5,12,355,14,6,84.6,Apartment,Manhattan,9.6,8.7,7.0,flexible,1,0,2.7 bath,8.5,9.2,299.21
1,2.36,3,40.70755,-74.01493,Entire home/apt,64,9,30,223,46,2,77.2,Apartment,Staten Island,7.8,8.4,7.8,flexible,0,1,2.4 baths,7.5,9.4,242.37
4,2.82,3,40.69867,-73.97424,Entire home/apt,69,4,13,316,31,3,86.8,Apartment,Manhattan,9.7,8.5,9.0,flexible,1,0,2.8 bath,9.6,8.8,300.0
5,1.28,2,40.70396,-73.98563,Entire home/apt,59,5,13,238,42,9,75.3,Apartment,Bronx,9.5,7.3,9.3,flexible,0,1,1.3 baths,8.5,7.4,300.0
5,1.35,1,40.71493,-74.02049,Entire home/apt,73,3,16,364,33,5,80.9,Apartment,Queens,7.7,8.0,7.4,flexible,1,1,1.4 bath,7.7,8.5,300.0
3,1.5,3,40.70254,-74.00297,Entire home/apt,68,4,20,279,39,8,80.7,Condo,Brooklyn,9.1,9.8,7.9,moderate,1,1,1.5 baths,8.7,8.4,300.0
1,1.49,1,40.70947,-73.98819,Entire home/apt,99,5,16,258,49,5,91.7,Condo,Manhattan,8.8,8.4,8.0,moderate,0,1,1.5 baths,8.6,8.0,233.96
2,1.62,2,40.70796,-73.98445,Entire home/apt,50,3,29,282,8,8,86.0,Condo,Bronx,7.7,7.2,7.8,flexible,0,1,1.6 shared bath,8.8,9.9,228.6
4,2.15,1,40.70095,-74.01475,Entire home/apt,84,4,19,215,6,8,83.8,House,Manhattan,8.9,9.0,7.1,strict,1,0,2.1 bath,8.0,9.7,300.0
1,1.06,3,40.7129,-74.01064,Entire home/apt,68,7,28,320,38,7,96.8,Apartment,Manhattan,7.7,8.8,9.5,moderate,0,0,1.1 bath,8.9,7.5,230.86
1,1.76,3,40.68988,-74.01509,Private room,88,7,28,289,7,7,94.5,Apartment,Manhattan,9.0,8.3,9.9,flexible,0,0,1.8 shared bath,9.1,8.1,230.78
4,1.49,1,40.70428,-74.00389,Entire home/apt,51,6,25,276,20,8,77.9,Apartment,Manhattan,8.9,9.0,7.5,flexible,0,1,1.5 baths,8.7,9.3,300.0
2,2.21,1,40.69447,-73.99313,Entire home/apt,85,7,12,316,20,8,75.4,Condo,Brooklyn,9.0,8.5,8.8,flexible,1,0,2.2 shared bath,9.2,7.3,279.74
1,2.97,1,40.70892,-73.98117,Entire home/apt,84,7,16,282,25,10,81.8,Condo,Staten Island,8.5,7.0,7.5,flexible,0,0,3.0 shared bath,7.6,9.6,244.65
5,2.04,1,40.69982,-74.02085,Entire home/apt,85,2,21,205,31,8,79.4,Apartment,Queens,9.6,7.8,9.1,flexible,1,0,2.0 baths,7.7,8.2,300.0
5,1.85,1,40.70955,-73.98483,Private room,79,1,20,322,23,10,93.8,Apartment,Manhattan,9.7,10.0,9.2,moderate,0,0,1.9 bath,9.2,8.8,300.0
4,1.74,1,40.70766,-73.99726,Entire home/apt,79,8,25,343,33,3,78.0,House,Manhattan,9.5,8.9,8.1,moderate,1,1,1.7 baths,7.1,9.7,300.0
2,2.57,2,40.6958,-74.00363,Entire home/apt,85,1,19,338,9,3,88.4,Apartment,Manhattan,8.1,9.2,9.0,flexible,1,1,2.6 bath,8.5,8.5,300.0
4,1.14,2,40.70537,-73.96353,Entire home/apt,69,9,25,295,20,1,77.0,Apartment,Brooklyn,9.2,9.3,7.6,moderate,1,0,1.1 shared bath,8.1,8.7,300.0
1,2.92,3,40.70457,-73.97452,Private room,91,5,23,284,25,4,79.5,Apartment,Brooklyn,8.3,8.3,9.1,flexible,1,0,2.9 bath,8.9,7.5,269.96
5,1.84,1,40.69796,-74.02728,Private room,98,4,13,218,9,6,72.9,Apartment,Bronx,8.9,8.8,7.4,flexible,0,1,1.8 shared bath,7.0,9.2,300.0
3,1.63,2,40.70867,-73.97415,Entire home/apt,72,6,30,299,31,4,99.7,Apartment,Brooklyn,7.6,8.2,8.1,moderate,0,0,1.6 bath,8.0,9.1,297.01
4,2.95,1,40.6989,-73.99978,Private room,60,9,29,320,4,5,87.0,House,Brooklyn,8.2,7.6,9.8,moderate,0,0,3.0 bath,8.5,7.4,300.0
3,2.87,3,40.69221,-74.02018,Entire home/apt,84,4,29,255,22,3,82.9,Apartment,Queens,7.6,8.0,7.8,strict,1,0,2.9 bath,8.5,7.8,300.0
3,2.28,2,40.70286,-73.98122,Shared room,56,5,14,318,37,2,97.0,Condo,Queens,9.1,8.0,8.5,flexible,1,0,2.3 shared bath,7.4,7.3,265.91
5,1.04,1,40.70455,-73.98046,Entire home/apt,69,8,15,316,34,3,77.9,Apartment,Bronx,9.4,8.3,8.7,moderate,1,1,1.0 bath,8.4,9.2,285.6
4,2.5,1,40.67023,-73.9988,Entire home/apt,68,6,10,230,41,7,87.8,Apartment,Queens,7.8,9.4,7.6,flexible,1,0,2.5 shared bath,9.0,7.5,300.0
3,1.67,1,40.72398,-73.99332,Entire home/apt,90,2,21,304,29,5,83.7,House,Brooklyn,8.1,7.7,9.2,flexible,0,1,1.7 bath,8.7,8.5,288.36
1,1.78,1,40.72831,-73.99804,Entire home/apt,73,10,15,341,11,9,80.5,House,Staten Island,8.6,8.8,9.8,moderate,1,1,1.8 baths,8.8,7.1,209.53
2,1.32,1,40.69165,-74.00144,Entire home/apt,92,3,15,360,1,2,77.1,Apartment,Brooklyn,7.0,9.7,7.9,flexible,0,1,1.3 bath,7.7,8.0,236.16
2,2.05,1,40.70616,-73.97538,Entire home/apt,72,9,30,337,15,5,83.1,Condo,Brooklyn,7.2,8.1,8.0,strict,1,0,2.0 bath,9.3,7.9,262.68
5,2.49,3,40.68932,-74.00381,Private room,78,9,29,269,9,7,81.5,House,Bronx,8.4,7.0,8.5,moderate,1,1,2.5 bath,8.3,9.3,300.0
4,1.55,1,40.68338,-73.97978,Entire home/apt,98,2,14,309,25,5,99.2,Apartment,Brooklyn,8.4,9.5,8.5,strict,1,1,1.6 baths,9.5,8.0,300.0
4,2.88,1,40.69541,-73.99159,Private room,74,8,20,262,32,9,88.7,Apartment,Brooklyn,7.8,8.9,8.0,moderate,1,1,2.9 baths,9.9,9.0,300.0
2,1.39,2,40.68614,-74.01859,Entire home/apt,78,10,21,357,45,8,78.9,Apartment,Manhattan,9.2,7.2,9.4,strict,0,1,1.4 shared bath,7.3,9.5,265.13
1,1.13,1,40.70534,-74.00219,Private room,71,2,20,255,45,9,92.8,House,Manhattan,8.5,8.2,7.1,flexible,1,1,1.1 bath,8.5,8.4,187.68
2,2.29,1,40.70879,-74.00067,Entire home/apt,53,6,13,294,32,6,99.2,Condo,Queens,9.2,9.8,9.4,strict,1,1,2.3 baths,8.6,7.8,244.6
2,2.7,2,40.71761,-74.00822,Private room,100,1,26,321,30,4,90.6,House,Manhattan,9.9,7.2,9.1,moderate,1,0,2.7 shared bath,8.3,8.6,294.36
4,2.91,2,40.70047,-74.00706,Entire home/apt,95,7,25,337,3,5,74.3,Apartment,Brooklyn,8.9,8.2,7.6,flexible,0,1,2.9 baths,9.8,7.7,300.0
3,2.53,1,40.70863,-73.99005,Entire home/apt,83,7,10,273,13,7,98.4,Apartment,Staten Island,9.0,7.8,7.7,flexible,0,0,2.5 bath,9.3,9.7,291.75
1,1.4,3,40.7039,-73.98706,Entire home/apt,51,7,23,227,29,3,97.6,House,Queens,8.7,8.0,7.1,strict,0,0,1.4 baths,8.5,7.0,225.94
4,2.96,2,40.70288,-73.9905,Private room,54,2,29,228,38,3,83.3,House,Manhattan,7.6,9.4,9.0,moderate,1,1,3.0 baths,9.0,9.9,300.0
2,2.84,2,40.69001,-73.9975,Entire home/apt,88,10,16,303,48,1,93.8,Condo,Queens,8.3,9.1,9.6,flexible,1,0,2.8 shared bath,7.1,7.7,300.0
3,1.33,1,40.6976,-74.00577,Entire home/apt,89,3,21,327,44,4,91.0,Apartment,Queens,9.3,9.2,7.3,moderate,1,1,1.3 baths,9.9,8.9,258.8
1,2.12,2,40.69633,-74.00551,Private room,74,10,20,363,10,5,90.8,Condo,Brooklyn,7.2,8.9,9.7,flexible,0,0,2.1 bath,8.3,8.0,213.01
5,2.11,1,40.70591,-73.99621,Entire home/apt,94,9,19,320,29,8,95.0,Apartment,Manhattan,7.2,9.7,9.5,flexible,0,0,2.1 bath,7.1,7.8,300.0
1,1.89,3,40.67893,-73.98943,Private room,50,1,27,274,40,1,97.5,Apartment,Brooklyn,7.8,8.9,8.7,moderate,1,0,1.9 baths,8.8,8.8,209.52
1,2.97,3,40.71052,-73.97548,Private room,50,2,13,340,19,2,91.3,Apartment,Manhattan,8.8,8.2,7.9,strict,1,1,3.0 baths,8.1,9.9,243.21
2,1.12,1,40.69734,-73.99411,Entire home/apt,56,10,21,219,16,9,85.0,Apartment,Brooklyn,9.1,9.0,8.5,moderate,0,1,1.1 bath,7.5,8.8,224.43
2,2.25,3,40.69334,-73.9897,Entire home/apt,66,5,27,200,42,2,94.3,House,Queens,8.1,8.3,8.6,flexible,1,1,2.2 bath,8.1,8.1,296.21
5,1.41,1,40.70345,-74.0237,Entire home/apt,60,1,16,365,45,9,72.7,Apartment,Staten Island,7.2,9.7,7.4,flexible,1,1,1.4 baths,9.6,8.4,300.0
5,2.05,2,40.69977,-74.02639,Entire home/apt,79,8,27,267,21,5,87.7,Apartment,Brooklyn,8.6,8.9,7.0,moderate,1,0,2.0 shared bath,9.0,7.6,300.0
5,2.56,2,40.70159,-74.00999,Entire home/apt,95,6,25,204,20,1,86.0,House,Staten Island,9.4,8.3,8.3,flexible,0,0,2.6 bath,8.9,9.9,300.0
4,1.49,1,40.71308,-73.99185,Entire home/apt,51,2,21,211,35,3,99.9,Apartment,Bronx,8.0,8.9,7.2,moderate,1,0,1.5 baths,8.5,7.1,274.62
4,1.79,1,40.6821,-74.00791,Private room,81,4,10,263,43,5,83.7,Condo,Brooklyn,7.1,8.5,7.9,moderate,0,1,1.8 bath,9.6,8.3,294.98
2,2.9,2,40.68609,-74.03334,Entire home/apt,76,10,21,240,41,6,96.8,Apartment,Bronx,9.4,8.7,7.7,moderate,1,1,2.9 bath,8.1,7.7,287.61
2,2.52,1,40.69446,-74.00282,Shared room,75,1,24,277,49,2,77.4,Apartment,Brooklyn,9.6,9.0,8.1,flexible,1,0,2.5 baths,8.0,8.4,246.6
5,2.15,2,40.71398,-73.97451,Private room,71,6,27,275,2,5,96.5,Condo,Queens,8.3,7.4,9.0,moderate,0,1,2.1 baths,8.7,8.1,300.0
4,1.44,1,40.70791,-73.98228,Entire home/apt,86,9,28,261,5,2,96.6,Apartment,Manhattan,8.0,7.9,8.0,moderate,1,1,1.4 bath,9.0,7.4,300.0
3,1.85,2,40.69876,-74.02204,Entire home/apt,100,7,14,295,45,1,76.6,Apartment,Queens,8.7,9.5,9.7,strict,1,1,1.9 bath,8.4,8.2,300.0
4,2.55,3,40.70605,-74.00038,Entire home/apt,55,3,30,219,8,4,91.7,Condo,Queens,7.2,8.9,9.4,moderate,0,1,2.5 baths,7.9,8.0,300.0
2,2.64,3,40.7084,-74.00593,Private room,50,1,17,353,31,7,99.9,Apartment,Brooklyn,8.7,8.0,9.1,flexible,1,1,2.6 bath,8.9,9.7,276.9
4,1.49,2,40.70518,-74.00374,Private room,76,4,19,209,30,10,86.5,House,Bronx,7.9,7.8,8.9,moderate,0,1,1.5 shared bath,7.2,9.9,264.94
2,2.32,2,40.71084,-73.99304,Entire home/apt,63,1,29,276,7,2,78.2,Apartment,Manhattan,9.2,7.4,9.8,flexible,1,0,2.3 shared bath,7.6,7.9,294.22
5,1.19,2,40.70175,-74.00372,Entire home/apt,88,8,18,241,12,9,83.0,House,Brooklyn,7.2,9.7,7.0,moderate,0,0,1.2 baths,10.0,7.4,300.0
5,1.05,2,40.7049,-73.97946,Entire home/apt,90,2,24,310,12,1,70.8,Apartment,Brooklyn,8.9,8.1,9.1,flexible,0,1,1.1 baths,8.7,7.9,300.0
5,2.1,2,40.70496,-74.02148,Entire home/apt,90,10,18,215,46,6,70.9,House,Brooklyn,9.6,8.9,7.3,flexible,1,0,2.1 bath,9.9,8.9,300.0
3,1.45,3,40.6959,-73.98907,Private room,82,8,30,365,24,7,90.0,House,Manhattan,9.8,8.6,7.1,flexible,0,0,1.4 baths,9.1,8.6,295.51
3,1.16,2,40.69866,-73.98493,Entire home/apt,52,6,15,354,19,1,92.1,Apartment,Staten Island,8.9,9.5,7.7,flexible,1,1,1.2 bath,7.3,9.5,247.77
2,2.46,1,40.70509,-74.00417,Private room,77,3,29,283,7,9,81.4,Apartment,Queens,7.5,7.7,7.7,moderate,0,0,2.5 baths,7.3,8.8,229.11
1,2.0,3,40.69024,-73.99633,Entire home/apt,100,10,26,315,35,9,86.6,Condo,Manhattan,9.2,9.0,8.4,flexible,1,0,2.0 baths,7.3,7.4,297.91
3,2.59,2,40.69275,-73.96538,Private room,86,8,15,263,10,4,92.3,House,Brooklyn,7.6,9.4,9.0,flexible,1,1,2.6 bath,9.3,7.6,300.0
2,2.33,1,40.69739,-73.99953,Entire home/apt,71,9,24,253,5,7,94.4,Apartment,Brooklyn,7.6,8.4,7.1,strict,1,1,2.3 baths,9.3,9.2,258.23
4,2.46,3,40.70054,-73.98803,Private room,55,1,15,303,26,3,91.9,House,Brooklyn,7.2,7.4,7.2,moderate,0,0,2.5 bath,7.6,7.9,300.0
5,1.61,1,40.6998,-73.98535,Entire home/apt,58,1,21,332,44,5,86.0,Apartment,Brooklyn,9.8,9.0,8.2,strict,1,0,1.6 baths,7.0,7.1,300.0
5,1.53,2,40.69983,-74.01633,Entire home/apt,98,9,29,211,44,9,92.2,Apartment,Manhattan,7.4,9.2,9.0,flexible,1,0,1.5 shared bath,8.9,8.1,300.0
5,2.2,1,40.70135,-73.96241,Shared room,50,5,30,251,19,5,89.8,Apartment,Manhattan,8.7,7.0,8.1,strict,0,0,2.2 bath,8.2,9.4,300.0
2,1.4,1,40.69766,-74.00364,Private room,72,2,16,337,6,1,83.3,Apartment,Manhattan,7.0,8.3,7.1,flexible,0,0,1.4 shared bath,7.2,8.5,212.79
5,2.63,3,40.69317,-74.00276,Entire home/apt,65,8,25,212,20,4,74.3,Condo,Manhattan,9.7,8.8,9.7,flexible,1,0,2.6 baths,8.1,8.9,300.0
3,2.05,1,40.70036,-73.99034,Entire home/apt,64,4,15,321,31,7,90.6,House,Bronx,7.3,8.3,7.5,moderate,1,0,2.0 shared bath,9.2,7.9,287.58
4,1.45,1,40.70639,-73.99763,Entire home/apt,70,10,19,271,22,10,83.7,Condo,Manhattan,7.7,10.0,9.6,flexible,0,0,1.4 baths,9.2,10.0,300.0
5,2.25,3,40.70861,-74.00512,Entire home/apt,93,7,22,247,48,3,75.5,House,Manhattan,7.0,8.0,9.8,flexible,1,0,2.2 bath,7.8,8.5,300.0
2,2.89,2,40.68009,-73.99007,Entire home/apt,50,3,21,333,44,10,82.3,House,Staten Island,8.1,9.6,9.6,moderate,1,1,2.9 shared bath,7.3,9.6,288.25
4,1.16,1,40.69008,-74.01937,Entire home/apt,63,2,21,278,21,3,72.2,House,Bronx,7.9,9.2,9.1,flexible,1,0,1.2 baths,8.0,9.7,284.61
5,1.22,2,40.70944,-73.97729,Entire home/apt,66,8,29,284,2,8,78.2,Apartment,Queens,8.2,8.1,7.6,flexible,1,1,1.2 shared bath,9.2,8.9,300.0
1,2.69,3,40.6972,-73.99449,Private room,86,3,12,220,31,10,96.3,House,Manhattan,7.7,8.3,7.6,flexible,1,0,2.7 baths,8.0,9.9,271.72
5,1.22,2,40.68165,-73.99115,Private room,80,5,21,333,7,3,71.9,Apartment,Queens,8.6,8.6,7.1,flexible,0,1,1.2 bath,9.8,7.7,292.85
3,1.08,1,40.71222,-74.00533,Shared room,80,3,15,288,14,4,74.5,Apartment,Bronx,8.9,8.9,9.2,flexible,0,1,1.1 baths,7.3,7.7,208.24
4,1.7,1,40.71006,-74.00813,Private room,74,3,19,231,21,6,93.0,Apartment,Brooklyn,7.6,7.3,7.1,flexible,1,1,1.7 baths,7.4,9.8,278.23
3,1.93,2,40.68817,-74.01829,Entire home/apt,85,10,20,203,10,6,97.9,Apartment,Manhattan,8.0,7.9,8.3,strict,1,0,1.9 bath,7.9,10.0,300.0
1,2.14,2,40.68828,-73.98865,Entire home/apt,52,3,22,203,25,4,90.6,House,Staten Island,7.6,9.0,9.3,moderate,0,0,2.1 bath,8.5,9.8,211.52
1,2.01,1,40.72982,-74.02419,Entire home/apt,81,9,22,267,34,3,71.0,Apartment,Brooklyn,8.8,7.9,9.6,moderate,1,1,2.0 shared bath,7.9,7.8,228.08
3,2.83,3,40.69083,-73.99678,Shared room,65,6,25,309,6,6,81.6,House,Bronx,9.0,9.0,7.7,flexible,1,1,2.8 shared bath,7.5,9.4,300.0
4,2.54,1,40.71217,-74.00769,Entire home/apt,86,5,28,216,25,2,100.0,House,Manhattan,7.1,9.1,9.6,flexible,1,1,2.5 baths,7.2,7.1,300.0
1,2.97,1,40.71544,-73.9967,Entire home/apt,80,3,23,337,5,10,92.6,Apartment,Bronx,7.2,8.9,7.0,moderate,1,0,3.0 baths,8.8,8.4,230.56
1,1.95,2,40.68548,-74.01377,Private room,83,3,16,203,13,7,91.9,House,Staten Island,8.9,7.7,7.6,flexible,0,0,1.9 bath,9.7,7.2,196.82
5,1.17,1,40.69089,-73.98131,Private room,62,10,19,265,25,10,82.4,Apartment,Queens,9.6,8.7,9.6,moderate,1,1,1.2 baths,7.6,8.0,277.73
2,2.91,2,40.71032,-74.01521,Entire home/apt,54,1,17,245,0,5,80.0,Condo,Bronx,7.6,9.6,8.5,moderate,1,1,2.9 shared bath,7.3,7.9,280.32
1,1.01,3,40.68637,-74.04305,Private room,91,6,12,244,19,5,75.4,House,Bronx,8.3,9.2,9.7,moderate,0,0,1.0 shared bath,7.1,8.5,193.8
4,2.55,1,40.68929,-74.00508,Entire home/apt,57,5,16,337,17,3,82.4,Apartment,Bronx,7.5,9.4,9.6,flexible,0,1,2.5 bath,7.5,7.6,300.0
4,1.06,3,40.69804,-74.01348,Entire home/apt,84,9,28,255,34,6,93.3,House,Staten Island,8.1,7.5,9.7,flexible,0,1,1.1 shared bath,7.7,8.6,299.19
5,2.52,3,40.69875,-74.00381,Entire home/apt,67,2,30,258,1,3,96.9,Apartment,Manhattan,9.6,7.1,8.5,flexible,1,1,2.5 baths,9.5,9.9,300.0
4,2.88,1,40.71091,-74.01245,Entire home/apt,60,2,22,319,38,9,88.5,Apartment,Manhattan,8.0,8.3,9.6,moderate,1,0,2.9 bath,7.2,9.2,300.0
5,1.78,2,40.70563,-73.99642,Entire home/apt,72,1,13,233,44,1,76.1,Apartment,Bronx,8.0,8.3,8.7,flexible,1,1,1.8 shared bath,9.1,9.9,300.0
1,1.48,2,40.70207,-74.02037,Entire home/apt,60,9,19,226,48,9,89.1,Apartment,Staten Island,7.9,8.3,8.7,flexible,0,0,1.5 bath,7.2,9.1,184.47
1,1.45,1,40.69853,-73.99994,Entire home/apt,62,7,15,213,46,8,97.8,House,Manhattan,7.8,7.3,8.5,flexible,1,1,1.4 bath,9.0,7.3,214.45
1,1.98,2,40.68949,-74.00466,Private room,88,8,21,307,41,7,73.6,Condo,Queens,9.2,10.0,9.6,flexible,0,1,2.0 baths,8.0,9.0,223.28
1,1.34,2,40.71216,-74.01445,Entire home/apt,78,7,13,360,30,9,71.6,Apartment,Brooklyn,9.8,7.4,8.5,moderate,1,1,1.3 baths,7.5,8.3,213.84
2,2.35,3,40.70139,-74.01758,Entire home/apt,70,9,13,327,9,1,82.9,House,Manhattan,8.7,9.3,7.6,flexible,1,0,2.4 baths,10.0,9.6,300.0
2,1.74,2,40.70656,-73.9798,Entire home/apt,85,9,18,306,19,5,81.1,House,Queens,10.0,9.1,8.0,moderate,1,1,1.7 bath,7.2,9.9,268.7
1,1.65,2,40.70221,-74.01922,Entire home/apt,87,3,15,250,15,2,85.7,Apartment,Queens,8.0,7.4,8.1,flexible,1,0,1.6 bath,9.3,7.9,226.24
4,1.92,1,40.70113,-74.01147,Entire home/apt,56,4,29,206,22,2,70.7,Condo,Brooklyn,8.5,9.8,8.1,flexible,0,0,1.9 bath,8.6,7.8,300.0
5,2.09,3,40.70104,-73.98263,Entire home/apt,91,9,24,257,34,7,90.5,Condo,Manhattan,7.6,7.2,7.8,flexible,0,1,2.1 shared bath,8.0,8.7,300.0
3,1.28,2,40.70004,-73.99799,Private room,91,7,27,214,20,6,96.7,Condo,Bronx,9.3,9.5,8.4,flexible,0,0,1.3 baths,10.0,10.0,255.42
5,2.42,1,40.69859,-73.99654,Entire home/apt,89,7,10,365,6,5,75.9,Apartment,Manhattan,9.6,9.2,9.8,flexible,1,0,2.4 bath,9.2,9.2,300.0
3,2.77,2,40.69401,-74.01271,Entire home/apt,96,2,16,354,38,3,81.9,Apartment,Queens,7.2,7.2,9.8,moderate,1,1,2.8 shared bath,7.5,9.9,300.0
3,1.56,3,40.70532,-74.00304,Private room,92,1,23,302,48,7,85.9,Apartment,Staten Island,7.2,7.6,9.8,flexible,0,1,1.6 bath,7.3,9.3,273.91
1,1.36,3,40.71124,-73.96913,Entire home/apt,68,8,18,252,8,6,90.1,House,Staten Island,8.1,7.3,9.3,moderate,0,0,1.4 baths,9.0,8.3,223.4
3,2.52,3,40.70241,-73.98363,Private room,76,1,18,274,37,3,73.1,Apartment,Brooklyn,7.2,8.9,8.6,moderate,0,1,2.5 bath,8.9,8.1,300.0
1,1.37,3,40.71605,-74.01577,Entire home/apt,64,2,19,341,39,6,74.6,Condo,Manhattan,9.3,7.9,7.1,strict,1,0,1.4 shared bath,7.9,8.6,247.58
2,1.08,3,40.6954,-74.00538,Private room,75,6,30,269,21,10,90.8,Apartment,Bronx,8.3,9.5,9.6,strict,1,0,1.1 baths,8.0,8.8,210.34
4,2.24,3,40.72147,-74.03914,Entire home/apt,86,7,16,286,0,2,90.7,Condo,Manhattan,8.1,8.3,8.7,flexible,1,0,2.2 bath,7.6,9.9,300.0
3,1.48,1,40.70443,-73.98952,Private room,86,5,17,289,27,6,77.0,Condo,Brooklyn,8.0,8.6,8.7,strict,1,0,1.5 bath,9.3,9.8,258.83
4,1.34,3,40.67228,-74.01597,Entire home/apt,55,7,13,203,29,7,72.1,House,Queens,8.6,8.3,7.4,strict,0,1,1.3 bath,9.3,7.8,300.0
1,2.96,2,40.71912,-73.99306,Private room,93,2,28,200,37,8,97.5,House,Queens,9.5,7.7,8.6,moderate,1,1,3.0 bath,8.2,9.7,233.33
3,1.58,2,40.69048,-74.0003,Entire home/apt,64,4,22,297,44,9,86.8,Apartment,Brooklyn,8.9,8.2,7.9,moderate,1,0,1.6 shared bath,8.3,7.5,294.22
